Time(s),Crosshead(mm),Load(kN),Extensometer(mm/mm),Stress(MPa)
147.3,3.5716,7.726,0.17480,608.216
147.4,3.5880,7.725,0.17477,608.172
147.5,3.6041,7.726,0.17478,608.267
147.6,3.6207,7.732,0.17480,608.735
147.7,3.6375,7.736,0.17476,609.027
147.8,3.6543,7.741,0.17478,609.422
147.9,3.6710,7.743,0.17478,609.541
148.0,3.6879,7.748,0.17475,609.964
148.1,3.7043,7.749,0.17479,610.015
148.2,3.7210,7.752,0.17477,610.274
148.3,3.7376,7.756,0.17478,610.582
148.4,3.7546,7.762,0.17480,611.049
148.5,3.7712,7.762,0.17478,611.068
148.6,3.7877,7.766,0.17478,611.394
148.7,3.8043,7.769,0.17479,611.592
148.8,3.8211,7.773,0.17475,611.955
148.9,3.8378,7.777,0.17479,612.251
149.0,3.8544,7.780,0.17479,612.459
149.1,3.8710,7.783,0.17477,612.723
149.2,3.8879,7.788,0.17479,613.109
149.3,3.9045,7.790,0.17479,613.291
149.4,3.9211,7.793,0.17477,613.485
149.5,3.9379,7.797,0.17480,613.828
149.6,3.9545,7.799,0.17477,614.016
149.7,3.9710,7.801,0.17477,614.122
149.8,3.9877,7.807,0.17480,614.604
149.9,4.0046,7.810,0.17476,614.851
150.0,4.0211,7.811,0.17478,614.962
150.1,4.0375,7.814,0.17480,615.132
150.2,4.0543,7.819,0.17477,615.520
150.3,4.0710,7.822,0.17480,615.801
150.4,4.0877,7.825,0.17481,616.032
150.5,4.1043,7.827,0.17476,616.155
150.6,4.1209,7.830,0.17481,616.460
150.7,4.1376,7.835,0.17478,616.801
150.8,4.1544,7.837,0.17478,617.007
150.9,4.1709,7.841,0.17479,617.288
151.0,4.1875,7.843,0.17478,617.422
151.1,4.2041,7.847,0.17478,617.794
151.2,4.2211,7.853,0.17481,618.208
151.3,4.2375,7.852,0.17479,618.118
151.4,4.2541,7.854,0.17480,618.350
151.5,4.2709,7.860,0.17480,618.766
151.6,4.2875,7.862,0.17478,618.962
151.7,4.3042,7.866,0.17479,619.257
151.8,4.3210,7.869,0.17480,619.532
151.9,4.3374,7.870,0.17477,619.538
152.0,4.3542,7.875,0.17481,619.991
152.1,4.3710,7.879,0.17479,620.263
152.2,4.3875,7.880,0.17479,620.390
152.3,4.4041,7.885,0.17481,620.751
152.4,4.4210,7.888,0.17480,621.001
152.5,4.4375,7.891,0.17478,621.191
152.6,4.4541,7.894,0.17481,621.478
152.7,4.4706,7.895,0.17478,621.544
152.8,4.4873,7.900,0.17480,621.941
152.9,4.5042,7.903,0.17480,622.196
153.0,4.5210,7.906,0.17478,622.414
153.1,4.5373,7.907,0.17482,622.478
153.2,4.5539,7.911,0.17480,622.773
153.3,4.5707,7.915,0.17478,623.077
153.4,4.5875,7.919,0.17482,623.462
153.5,4.6041,7.920,0.17479,623.478
153.6,4.6209,7.925,0.17478,623.864
153.7,4.6377,7.927,0.17480,624.096
153.8,4.6545,7.931,0.17478,624.345
153.9,4.6713,7.933,0.17481,624.495
154.0,4.6875,7.934,0.17481,624.605
154.1,4.7039,7.937,0.17479,624.808
154.2,4.7206,7.942,0.17482,625.265
154.3,4.7375,7.946,0.17480,625.530
154.4,4.7546,7.950,0.17478,625.860
154.5,4.7714,7.952,0.17482,626.041
154.6,4.7875,7.950,0.17478,625.877
154.7,4.8038,7.953,0.17479,626.111
154.8,4.8206,7.960,0.17482,626.681
154.9,4.8374,7.963,0.17478,626.861
155.0,4.8540,7.966,0.17481,627.156
155.1,4.8708,7.967,0.17482,627.225
155.2,4.8875,7.971,0.17479,627.548
155.3,4.9040,7.973,0.17483,627.691
155.4,4.9208,7.977,0.17479,627.983
155.5,4.9376,7.980,0.17479,628.258
155.6,4.9543,7.984,0.17482,628.532
155.7,4.9710,7.984,0.17479,628.576
155.8,4.9874,7.987,0.17480,628.801
155.9,5.0042,7.992,0.17483,629.141
156.0,5.0210,7.995,0.17478,629.394
156.1,5.0377,7.997,0.17483,629.543
156.2,5.0542,7.999,0.17481,629.689
156.3,5.0709,8.001,0.17480,629.911
156.4,5.0876,8.006,0.17482,630.309
156.5,5.1043,8.008,0.17479,630.439
156.6,5.1210,8.012,0.17479,630.750
156.7,5.1378,8.014,0.17482,630.933
156.8,5.1543,8.016,0.17479,631.039
156.9,5.1708,8.019,0.17483,631.275
157.0,5.1876,8.023,0.17481,631.584
157.1,5.2044,8.025,0.17480,631.773
157.2,5.2208,8.027,0.17483,631.920
157.3,5.2374,8.028,0.17481,632.049
157.4,5.2540,8.033,0.17479,632.390
157.5,5.2708,8.037,0.17483,632.705
157.6,5.2875,8.039,0.17479,632.884
157.7,5.3043,8.043,0.17481,633.152
157.8,5.3210,8.046,0.17483,633.400
157.9,5.3379,8.048,0.17481,633.603
158.0,5.3544,8.050,0.17482,633.771
158.1,5.3709,8.052,0.17483,633.900
158.2,5.3875,8.055,0.17479,634.099
158.3,5.4040,8.058,0.17483,634.367
158.4,5.4210,8.063,0.17481,634.753
158.5,5.4375,8.062,0.17480,634.713
158.6,5.4540,8.065,0.17482,634.941
158.7,5.4709,8.070,0.17480,635.309
158.8,5.4875,8.073,0.17481,635.536
158.9,5.5044,8.077,0.17484,635.887
159.0,5.5211,8.077,0.17479,635.862
159.1,5.5375,8.080,0.17483,636.077
159.2,5.5542,8.083,0.17482,636.362
159.3,5.5709,8.086,0.17479,636.601
159.4,5.5874,8.088,0.17483,636.772
159.5,5.6043,8.092,0.17480,637.037
159.6,5.6209,8.095,0.17480,637.254
159.7,5.6375,8.097,0.17484,637.425
159.8,5.6542,8.099,0.17481,637.595
159.9,5.6708,8.103,0.17483,637.895
160.0,5.6875,8.105,0.17484,638.091
160.1,5.7043,8.108,0.17480,638.340
160.2,5.7209,8.110,0.17483,638.503
160.3,5.7374,8.111,0.17482,638.581
160.4,5.7539,8.115,0.17479,638.834
160.5,5.7708,8.120,0.17483,639.242
160.6,5.7876,8.122,0.17481,639.381
160.7,5.8042,8.124,0.17481,639.545
160.8,5.8209,8.126,0.17485,639.755
160.9,5.8379,8.129,0.17481,639.934
161.0,5.8546,8.132,0.17483,640.226
161.1,5.8712,8.135,0.17484,640.426
161.2,5.8874,8.133,0.17480,640.258
161.3,5.9038,8.138,0.17482,640.654
161.4,5.9206,8.143,0.17483,641.060
161.5,5.9375,8.146,0.17480,641.321
161.6,5.9547,8.151,0.17485,641.674
161.7,5.9715,8.152,0.17482,641.740
161.8,5.9875,8.148,0.17481,641.450
161.9,6.0037,8.152,0.17484,641.810
162.0,6.0206,8.159,0.17482,642.333
162.1,6.0375,8.163,0.17482,642.603
162.2,6.0542,8.164,0.17484,642.723
162.3,6.0709,8.165,0.17479,642.815
162.4,6.0875,8.168,0.17484,643.010
162.5,6.1042,8.170,0.17483,643.153
162.6,6.1208,8.173,0.17482,643.443
162.7,6.1376,8.177,0.17484,643.713
162.8,6.1543,8.178,0.17483,643.837
162.9,6.1710,8.180,0.17481,644.011
163.0,6.1875,8.182,0.17485,644.097
163.1,6.2042,8.185,0.17481,644.400
163.2,6.2209,8.190,0.17482,644.727
163.3,6.2376,8.192,0.17483,644.908
163.4,6.2542,8.192,0.17481,644.921
163.5,6.2708,8.196,0.17483,645.197
163.6,6.2876,8.200,0.17485,645.532
163.7,6.3043,8.201,0.17481,645.666
163.8,6.3211,8.205,0.17485,645.906
163.9,6.3379,8.208,0.17483,646.143
164.0,6.3542,8.207,0.17481,646.088
164.1,6.3708,8.210,0.17484,646.377
164.2,6.3875,8.214,0.17482,646.647
164.3,6.4043,8.217,0.17481,646.857
164.4,6.4207,8.218,0.17485,646.966
164.5,6.4375,8.221,0.17482,647.180
164.6,6.4541,8.224,0.17483,647.464
164.7,6.4709,8.227,0.17485,647.669
164.8,6.4876,8.229,0.17482,647.829
164.9,6.5043,8.231,0.17485,648.006
165.0,6.5209,8.234,0.17483,648.209
165.1,6.5379,8.237,0.17482,648.433
165.2,6.5543,8.237,0.17484,648.498
165.3,6.5707,8.239,0.17483,648.634
165.4,6.5873,8.243,0.17482,648.925
165.5,6.6040,8.246,0.17486,649.152
165.6,6.6210,8.249,0.17482,649.420
165.7,6.6376,8.251,0.17485,649.527
165.8,6.6542,8.253,0.17485,649.694
165.9,6.6708,8.255,0.17482,649.871
166.0,6.6874,8.258,0.17484,650.087
166.1,6.7045,8.263,0.17484,650.538
166.2,6.7210,8.262,0.17481,650.463
166.3,6.7375,8.265,0.17485,650.638
166.4,6.7542,8.268,0.17483,650.876
166.5,6.7709,8.271,0.17483,651.152
166.6,6.7875,8.274,0.17486,651.346
166.7,6.8044,8.277,0.17482,651.579
166.8,6.8210,8.278,0.17484,651.671
166.9,6.8375,8.279,0.17485,651.755
167.0,6.8540,8.281,0.17481,651.946
167.1,6.8707,8.285,0.17484,652.254
167.2,6.8875,8.288,0.17484,652.502
167.3,6.9044,8.291,0.17482,652.693
167.4,6.9209,8.292,0.17486,652.769
167.5,6.9374,8.293,0.17485,652.885
167.6,6.9539,8.296,0.17483,653.092
167.7,6.9708,8.301,0.17486,653.492
167.8,6.9876,8.301,0.17482,653.513
167.9,7.0043,8.305,0.17483,653.810
168.0,7.0209,8.307,0.17486,653.944
168.1,7.0377,8.309,0.17481,654.170
168.2,7.0545,8.312,0.17485,654.355
168.3,7.0713,8.314,0.17485,654.519
168.4,7.0873,8.311,0.17482,654.321
168.5,7.1039,8.317,0.17487,654.757
168.6,7.1206,8.321,0.17484,655.070
168.7,7.1375,8.325,0.17482,655.416
168.8,7.1547,8.328,0.17486,655.658
168.9,7.1715,8.329,0.17481,655.744
169.0,7.1874,8.325,0.17484,655.400
169.1,7.2038,8.329,0.17484,655.721
169.2,7.2205,8.335,0.17482,656.147
169.3,7.2375,8.339,0.17487,656.514
169.4,7.2541,8.340,0.17483,656.558
169.5,7.2708,8.342,0.17483,656.754
169.6,7.2874,8.344,0.17487,656.852
169.7,7.3040,8.346,0.17482,657.035
169.8,7.3207,8.349,0.17484,657.287
169.9,7.3376,8.353,0.17484,657.613
170.0,7.3542,8.353,0.17482,657.571
170.1,7.3709,8.356,0.17485,657.866
170.2,7.3875,8.357,0.17485,657.909
170.3,7.4042,8.360,0.17483,658.127
170.4,7.4208,8.363,0.17487,658.369
170.5,7.4376,8.366,0.17484,658.648
170.6,7.4542,8.367,0.17484,658.665
170.7,7.4709,8.370,0.17484,658.909
170.8,7.4875,8.371,0.17483,658.983
170.9,7.5042,8.375,0.17483,659.291
171.0,7.5208,8.377,0.17485,659.446
171.1,7.5376,8.379,0.17483,659.675
171.2,7.5539,8.378,0.17485,659.579
171.3,7.5707,8.384,0.17486,660.039
171.4,7.5875,8.387,0.17483,660.273
171.5,7.6043,8.388,0.17485,660.375
171.6,7.6207,8.390,0.17485,660.494
171.7,7.6374,8.392,0.17482,660.677
171.8,7.6540,8.396,0.17485,660.946
171.9,7.6707,8.398,0.17484,661.113
172.0,7.6873,8.399,0.17482,661.218
172.1,7.7040,8.402,0.17487,661.471
172.2,7.7207,8.404,0.17484,661.607
172.3,7.7376,8.407,0.17484,661.878
172.4,7.7543,8.409,0.17487,662.028
172.5,7.7707,8.409,0.17484,661.980
172.6,7.7873,8.413,0.17483,662.344
172.7,7.8040,8.415,0.17486,662.511
172.8,7.8208,8.418,0.17482,662.701
172.9,7.8373,8.419,0.17484,662.772
173.0,7.8541,8.423,0.17485,663.142
173.1,7.8707,8.423,0.17483,663.087
173.2,7.8872,8.426,0.17486,663.373
173.3,7.9044,8.431,0.17487,663.772
173.4,7.9208,8.430,0.17482,663.639
173.5,7.9374,8.431,0.17486,663.748
173.6,7.9541,8.434,0.17484,663.991
173.7,7.9707,8.436,0.17483,664.166
173.8,7.9873,8.440,0.17486,664.406
173.9,8.0042,8.442,0.17483,664.629
174.0,8.0208,8.444,0.17483,664.755
174.1,8.0374,8.446,0.17487,664.949
174.2,8.0539,8.446,0.17484,664.941
174.3,8.0706,8.450,0.17486,665.262
174.4,8.0874,8.454,0.17487,665.544
174.5,8.1043,8.456,0.17483,665.727
174.6,8.1207,8.456,0.17485,665.678
174.7,8.1372,8.457,0.17485,665.796
174.8,8.1539,8.460,0.17483,666.037
174.9,8.1706,8.464,0.17486,666.333
175.0,8.1874,8.466,0.17485,666.454
175.1,8.2041,8.469,0.17484,666.759
175.2,8.2209,8.471,0.17488,666.869
175.3,8.2376,8.472,0.17484,666.986
175.4,8.2545,8.475,0.17486,667.197
175.5,8.2710,8.476,0.17487,667.314
175.6,8.2869,8.473,0.17482,667.056
175.7,8.3037,8.480,0.17486,667.626
175.8,8.3204,8.483,0.17484,667.812
175.9,8.3375,8.487,0.17484,668.174
176.0,8.3546,8.489,0.17488,668.336
176.1,8.3711,8.489,0.17485,668.311
176.2,8.3872,8.487,0.17485,668.124
176.3,8.4035,8.491,0.17487,668.447
176.4,8.4204,8.496,0.17484,668.844
176.5,8.4372,8.499,0.17485,669.084
176.6,8.4539,8.500,0.17486,669.148
176.7,8.4706,8.502,0.17482,669.347
176.8,8.4871,8.503,0.17487,669.407
176.9,8.5037,8.506,0.17485,669.617
177.0,8.5206,8.509,0.17484,669.873
177.1,8.5374,8.512,0.17488,670.116
177.2,8.5540,8.511,0.17485,670.058
177.3,8.5706,8.514,0.17485,670.275
177.4,8.5873,8.517,0.17488,670.470
177.5,8.6040,8.518,0.17482,670.593
177.6,8.6206,8.520,0.17486,670.706
177.7,8.6372,8.522,0.17487,670.882
177.8,8.6539,8.525,0.17484,671.125
177.9,8.6705,8.527,0.17487,671.316
178.0,8.6872,8.529,0.17488,671.420
178.1,8.7039,8.531,0.17483,671.594
178.2,8.7208,8.535,0.17487,671.907
178.3,8.7375,8.535,0.17485,671.938
178.4,8.7539,8.534,0.17483,671.819
178.5,8.7705,8.538,0.17487,672.189
178.6,8.7875,8.543,0.17485,672.558
178.7,8.8039,8.542,0.17484,672.472
178.8,8.8204,8.544,0.17488,672.619
178.9,8.8371,8.547,0.17485,672.845
179.0,8.8538,8.550,0.17486,673.105
179.1,8.8706,8.551,0.17488,673.204
179.2,8.8874,8.553,0.17483,673.375
179.3,8.9040,8.555,0.17487,673.530
179.4,8.9207,8.558,0.17486,673.703
179.5,8.9374,8.558,0.17483,673.772
179.6,8.9540,8.561,0.17486,673.958
179.7,8.9704,8.561,0.17485,673.934
179.8,8.9871,8.565,0.17484,674.294
179.9,9.0039,8.568,0.17489,674.530
180.0,9.0207,8.570,0.17485,674.709
180.1,9.0372,8.570,0.17486,674.681
180.2,9.0542,8.575,0.17487,675.110
180.3,9.0706,8.573,0.17484,674.925
180.4,9.0873,8.576,0.17486,675.191
180.5,9.1042,8.581,0.17487,675.508
180.6,9.1207,8.581,0.17483,675.512
180.7,9.1373,8.583,0.17488,675.728
180.8,9.1542,8.586,0.17486,675.963
180.9,9.1706,8.585,0.17485,675.861
181.0,9.1874,8.589,0.17488,676.198
181.1,9.2041,8.591,0.17486,676.324
181.2,9.2208,8.593,0.17485,676.525
181.3,9.2373,8.594,0.17488,676.567
181.4,9.2539,8.596,0.17484,676.696
181.5,9.2704,8.597,0.17486,676.841
181.6,9.2873,8.601,0.17488,677.146
181.7,9.3040,8.603,0.17484,677.264
181.8,9.3206,8.604,0.17487,677.342
181.9,9.3371,8.605,0.17487,677.429
182.0,9.3539,8.609,0.17484,677.782
182.1,9.3706,8.611,0.17489,677.870
182.2,9.3873,8.612,0.17485,677.985
182.3,9.4039,8.614,0.17484,678.124
182.4,9.4208,8.617,0.17488,678.396
182.5,9.4376,8.618,0.17484,678.456
182.6,9.4546,8.622,0.17487,678.804
182.7,9.4709,8.621,0.17488,678.702
182.8,9.4871,8.620,0.17485,678.624
182.9,9.5036,8.624,0.17488,678.966
183.0,9.5206,8.628,0.17486,679.219
183.1,9.5375,8.631,0.17485,679.495
183.2,9.5546,8.634,0.17488,679.710
183.3,9.5710,8.631,0.17484,679.451
183.4,9.5871,8.632,0.17486,679.570
183.5,9.6035,8.634,0.17488,679.755
183.6,9.6204,8.640,0.17484,680.159
183.7,9.6372,8.642,0.17488,680.380
183.8,9.6540,8.644,0.17488,680.490
183.9,9.6707,8.645,0.17485,680.582
184.0,9.6873,8.646,0.17489,680.691
184.1,9.7039,8.647,0.17485,680.748
184.2,9.7207,8.651,0.17485,681.067
184.3,9.7375,8.653,0.17488,681.210
184.4,9.7541,8.653,0.17484,681.177
184.5,9.7705,8.655,0.17487,681.350
184.6,9.7872,8.658,0.17489,681.615
184.7,9.8040,8.660,0.17485,681.751
184.8,9.8206,8.661,0.17488,681.813
184.9,9.8373,8.663,0.17487,681.999
