Time(s),Crosshead(mm),Load(kN),Extensometer(mm/mm),Stress(MPa)
265.6,4.1365,17.518,0.17101,1525.0
265.7,4.1381,17.516,0.17102,1524.9
265.8,4.1398,17.513,0.17101,1524.6
265.9,4.1415,17.511,0.17101,1524.5
266.0,4.1433,17.511,0.17101,1524.5
266.1,4.1447,17.507,0.17101,1524.1
266.2,4.1464,17.506,0.17101,1524.0
266.3,4.1482,17.504,0.17102,1523.9
266.4,4.1499,17.504,0.17101,1523.8
266.5,4.1515,17.498,0.17101,1523.3
266.6,4.1531,17.497,0.17101,1523.2
266.7,4.1548,17.495,0.17101,1523.1
266.8,4.1565,17.495,0.17101,1523.0
266.9,4.1581,17.491,0.17101,1522.7
267.0,4.1597,17.489,0.17101,1522.6
267.1,4.1615,17.487,0.17101,1522.4
267.2,4.1631,17.486,0.17101,1522.3
267.3,4.1647,17.484,0.17101,1522.1
267.4,4.1664,17.482,0.17101,1522.0
267.5,4.1681,17.482,0.17101,1522.0
267.6,4.1697,17.481,0.17101,1521.8
267.7,4.1714,17.479,0.17101,1521.6
267.8,4.1730,17.477,0.17101,1521.5
267.9,4.1748,17.477,0.17101,1521.5
268.0,4.1764,17.475,0.17101,1521.4
268.1,4.1780,17.474,0.17101,1521.2
268.2,4.1796,17.471,0.17101,1521.0
268.3,4.1815,17.473,0.17101,1521.1
268.4,4.1830,17.471,0.17101,1520.9
268.5,4.1846,17.467,0.17101,1520.7
268.6,4.1863,17.465,0.17101,1520.5
268.7,4.1880,17.467,0.17101,1520.6
268.8,4.1896,17.463,0.17100,1520.3
268.9,4.1913,17.461,0.17101,1520.1
269.0,4.1931,17.462,0.17101,1520.2
269.1,4.1948,17.461,0.17100,1520.1
269.2,4.1964,17.459,0.17101,1519.9
269.3,4.1980,17.457,0.17101,1519.7
269.4,4.1998,17.458,0.17101,1519.8
269.5,4.2014,17.456,0.17100,1519.7
269.6,4.2031,17.454,0.17100,1519.5
269.7,4.2046,17.453,0.17101,1519.4
269.8,4.2064,17.453,0.17101,1519.5
269.9,4.2081,17.451,0.17101,1519.2
270.0,4.2098,17.451,0.17100,1519.2
270.1,4.2113,17.447,0.17100,1518.9
270.2,4.2132,17.448,0.17101,1519.0
270.3,4.2148,17.446,0.17101,1518.9
270.4,4.2165,17.446,0.17101,1518.8
270.5,4.2183,17.444,0.17101,1518.6
270.6,4.2200,17.444,0.17100,1518.6
270.7,4.2217,17.442,0.17101,1518.4
270.8,4.2233,17.440,0.17100,1518.3
270.9,4.2251,17.441,0.17100,1518.4
271.0,4.2268,17.439,0.17101,1518.2
271.1,4.2284,17.438,0.17101,1518.1
271.2,4.2300,17.435,0.17100,1517.9
271.3,4.2317,17.433,0.17101,1517.7
271.4,4.2333,17.432,0.17100,1517.6
271.5,4.2351,17.431,0.17100,1517.5
271.6,4.2365,17.428,0.17100,1517.2
271.7,4.2384,17.427,0.17100,1517.1
271.8,4.2399,17.425,0.17100,1516.9
271.9,4.2416,17.425,0.17100,1517.0
272.0,4.2433,17.422,0.17100,1516.8
272.1,4.2451,17.423,0.17100,1516.8
272.2,4.2467,17.421,0.17100,1516.6
272.3,4.2483,17.420,0.17100,1516.5
272.4,4.2501,17.419,0.17100,1516.5
272.5,4.2516,17.419,0.17101,1516.4
272.6,4.2533,17.417,0.17100,1516.3
272.7,4.2550,17.415,0.17100,1516.1
272.8,4.2567,17.416,0.17100,1516.2
272.9,4.2581,17.412,0.17100,1515.9
273.0,4.2599,17.412,0.17101,1515.9
273.1,4.2616,17.411,0.17100,1515.7
273.2,4.2632,17.410,0.17101,1515.7
273.3,4.2648,17.406,0.17100,1515.4
273.4,4.2664,17.407,0.17100,1515.4
273.5,4.2681,17.406,0.17100,1515.4
273.6,4.2698,17.405,0.17099,1515.2
273.7,4.2715,17.403,0.17100,1515.1
273.8,4.2732,17.402,0.17100,1515.0
273.9,4.2749,17.402,0.17100,1515.0
274.0,4.2766,17.402,0.17100,1514.9
274.1,4.2782,17.400,0.17100,1514.8
274.2,4.2799,17.399,0.17100,1514.7
274.3,4.2817,17.399,0.17100,1514.7
274.4,4.2832,17.397,0.17100,1514.5
274.5,4.2849,17.396,0.17099,1514.5
274.6,4.2866,17.395,0.17099,1514.4
274.7,4.2884,17.395,0.17100,1514.4
274.8,4.2898,17.391,0.17100,1514.0
274.9,4.2915,17.390,0.17099,1513.9
275.0,4.2932,17.389,0.17100,1513.8
275.1,4.2949,17.389,0.17100,1513.9
275.2,4.2965,17.385,0.17100,1513.5
275.3,4.2981,17.385,0.17099,1513.5
275.4,4.2999,17.383,0.17100,1513.4
275.5,4.3016,17.384,0.17100,1513.4
275.6,4.3032,17.382,0.17100,1513.2
275.7,4.3048,17.381,0.17100,1513.1
275.8,4.3067,17.381,0.17099,1513.1
275.9,4.3083,17.380,0.17100,1513.0
276.0,4.3099,17.378,0.17100,1512.9
276.1,4.3115,17.377,0.17099,1512.8
276.2,4.3134,17.378,0.17099,1512.9
276.3,4.3150,17.377,0.17099,1512.8
276.4,4.3165,17.373,0.17100,1512.5
276.5,4.3181,17.371,0.17100,1512.3
276.6,4.3200,17.373,0.17099,1512.5
276.7,4.3215,17.370,0.17099,1512.2
276.8,4.3232,17.367,0.17100,1512.0
276.9,4.3248,17.365,0.17099,1511.7
277.0,4.3265,17.365,0.17099,1511.8
277.1,4.3281,17.363,0.17099,1511.6
277.2,4.3298,17.362,0.17099,1511.5
277.3,4.3316,17.361,0.17099,1511.4
277.4,4.3332,17.361,0.17099,1511.4
277.5,4.3348,17.358,0.17099,1511.2
277.6,4.3365,17.358,0.17099,1511.1
277.7,4.3383,17.358,0.17099,1511.1
277.8,4.3399,17.357,0.17099,1511.0
277.9,4.3416,17.355,0.17099,1510.9
278.0,4.3431,17.354,0.17100,1510.8
278.1,4.3449,17.354,0.17099,1510.8
278.2,4.3465,17.352,0.17099,1510.6
278.3,4.3483,17.351,0.17099,1510.5
278.4,4.3497,17.348,0.17099,1510.3
278.5,4.3516,17.348,0.17099,1510.3
278.6,4.3532,17.347,0.17099,1510.2
278.7,4.3549,17.346,0.17099,1510.1
278.8,4.3566,17.344,0.17099,1509.9
278.9,4.3584,17.345,0.17099,1510.0
279.0,4.3600,17.341,0.17099,1509.7
279.1,4.3616,17.340,0.17099,1509.6
279.2,4.3634,17.340,0.17099,1509.6
279.3,4.3650,17.339,0.17099,1509.5
279.4,4.3667,17.337,0.17099,1509.3
279.5,4.3683,17.335,0.17099,1509.2
279.6,4.3699,17.335,0.17099,1509.1
279.7,4.3716,17.333,0.17099,1509.0
279.8,4.3733,17.331,0.17099,1508.8
279.9,4.3749,17.330,0.17099,1508.7
280.0,4.3766,17.328,0.17099,1508.5
280.1,4.3782,17.325,0.17099,1508.3
280.2,4.3800,17.326,0.17099,1508.4
280.3,4.3816,17.324,0.17099,1508.2
280.4,4.3833,17.322,0.17099,1508.0
280.5,4.3849,17.321,0.17099,1507.9
280.6,4.3865,17.320,0.17099,1507.9
280.7,4.3883,17.318,0.17099,1507.7
280.8,4.3900,17.318,0.17099,1507.6
280.9,4.3916,17.316,0.17099,1507.5
281.0,4.3932,17.315,0.17099,1507.4
281.1,4.3951,17.315,0.17099,1507.4
281.2,4.3965,17.314,0.17099,1507.3
281.3,4.3984,17.313,0.17099,1507.2
281.4,4.4000,17.312,0.17099,1507.1
281.5,4.4017,17.311,0.17099,1507.1
281.6,4.4033,17.306,0.17099,1506.6
281.7,4.4049,17.306,0.17099,1506.7
281.8,4.4067,17.306,0.17099,1506.6
281.9,4.4085,17.305,0.17099,1506.5
282.0,4.4101,17.302,0.17099,1506.3
282.1,4.4117,17.300,0.17099,1506.1
282.2,4.4136,17.300,0.17099,1506.1
282.3,4.4152,17.298,0.17099,1506.0
282.4,4.4168,17.297,0.17098,1505.8
282.5,4.4185,17.295,0.17099,1505.7
282.6,4.4203,17.295,0.17098,1505.6
282.7,4.4218,17.293,0.17099,1505.4
282.8,4.4234,17.291,0.17099,1505.3
282.9,4.4251,17.288,0.17099,1505.1
283.0,4.4269,17.288,0.17099,1505.1
283.1,4.4283,17.285,0.17098,1504.8
283.2,4.4299,17.282,0.17098,1504.5
283.3,4.4315,17.281,0.17099,1504.4
283.4,4.4333,17.281,0.17098,1504.5
283.5,4.4348,17.278,0.17099,1504.1
283.6,4.4364,17.275,0.17099,1503.9
283.7,4.4380,17.273,0.17099,1503.8
283.8,4.4398,17.275,0.17099,1503.9
283.9,4.4414,17.271,0.17099,1503.6
284.0,4.4431,17.271,0.17099,1503.6
284.1,4.4448,17.270,0.17099,1503.5
284.2,4.4465,17.270,0.17098,1503.5
284.3,4.4482,17.267,0.17099,1503.3
284.4,4.4498,17.266,0.17099,1503.1
284.5,4.4516,17.267,0.17098,1503.2
284.6,4.4532,17.262,0.17103,1502.8
284.7,4.4549,17.260,0.17102,1502.6
284.8,4.4564,17.258,0.17102,1502.4
284.9,4.4583,17.259,0.17102,1502.5
285.0,4.4599,17.258,0.17102,1502.4
285.1,4.4616,17.256,0.17102,1502.3
285.2,4.4632,17.252,0.17101,1502.0
285.3,4.4649,17.254,0.17102,1502.1
285.4,4.4665,17.252,0.17102,1501.9
285.5,4.4683,17.250,0.17102,1501.8
285.6,4.4701,17.249,0.17101,1501.7
285.7,4.4717,17.248,0.17102,1501.6
285.8,4.4734,17.246,0.17101,1501.4
285.9,4.4750,17.244,0.17102,1501.2
286.0,4.4768,17.243,0.17102,1501.2
286.1,4.4784,17.242,0.17102,1501.0
286.2,4.4800,17.239,0.17102,1500.8
286.3,4.4815,17.236,0.17102,1500.5
286.4,4.4833,17.235,0.17102,1500.5
286.5,4.4849,17.234,0.17102,1500.3
286.6,4.4867,17.232,0.17102,1500.2
286.7,4.4882,17.227,0.17102,1499.8
286.8,4.4900,17.227,0.17102,1499.8
286.9,4.4916,17.225,0.17102,1499.5
287.0,4.4932,17.225,0.17102,1499.5
287.1,4.4950,17.222,0.17102,1499.3
287.2,4.4967,17.222,0.17101,1499.3
287.3,4.4983,17.217,0.17101,1498.9
287.4,4.4999,17.217,0.17102,1498.8
287.5,4.5016,17.215,0.17102,1498.7
287.6,4.5032,17.214,0.17101,1498.6
287.7,4.5049,17.211,0.17101,1498.4
287.8,4.5065,17.209,0.17102,1498.1
287.9,4.5082,17.208,0.17102,1498.1
288.0,4.5097,17.206,0.17102,1497.9
288.1,4.5115,17.204,0.17102,1497.7
288.2,4.5132,17.202,0.17101,1497.6
288.3,4.5148,17.201,0.17102,1497.5
288.4,4.5164,17.197,0.17102,1497.2
288.5,4.5181,17.198,0.17102,1497.2
288.6,4.5197,17.195,0.17102,1497.0
288.7,4.5215,17.193,0.17102,1496.8
288.8,4.5231,17.190,0.17102,1496.5
288.9,4.5248,17.188,0.17102,1496.4
289.0,4.5265,17.186,0.17102,1496.2
289.1,4.5283,17.185,0.17101,1496.1
289.2,4.5299,17.183,0.17102,1495.9
289.3,4.5315,17.181,0.17102,1495.7
289.4,4.5333,17.180,0.17101,1495.6
289.5,4.5348,17.177,0.17101,1495.4
289.6,4.5366,17.175,0.17101,1495.3
289.7,4.5383,17.173,0.17101,1495.1
289.8,4.5400,17.172,0.17101,1495.0
289.9,4.5415,17.167,0.17101,1494.5
290.0,4.5432,17.165,0.17101,1494.4
290.1,4.5449,17.164,0.17102,1494.2
290.2,4.5467,17.162,0.17102,1494.1
290.3,4.5483,17.159,0.17101,1493.8
290.4,4.5500,17.156,0.17102,1493.6
290.5,4.5517,17.154,0.17101,1493.4
290.6,4.5534,17.152,0.17102,1493.2
290.7,4.5550,17.149,0.17101,1493.0
290.8,4.5566,17.147,0.17101,1492.8
290.9,4.5584,17.146,0.17101,1492.7
291.0,4.5600,17.143,0.17101,1492.5
291.1,4.5615,17.140,0.17102,1492.2
291.2,4.5632,17.137,0.17102,1491.9
291.3,4.5651,17.137,0.17101,1491.9
291.4,4.5665,17.132,0.17101,1491.5
291.5,4.5682,17.129,0.17101,1491.2
291.6,4.5698,17.126,0.17102,1491.0
291.7,4.5716,17.127,0.17101,1491.0
291.8,4.5733,17.121,0.17101,1490.6
291.9,4.5750,17.120,0.17101,1490.4
292.0,4.5768,17.118,0.17101,1490.3
292.1,4.5784,17.116,0.17102,1490.1
292.2,4.5801,17.113,0.17101,1489.8
292.3,4.5817,17.109,0.17101,1489.5
292.4,4.5835,17.108,0.17101,1489.4
292.5,4.5852,17.105,0.17102,1489.1
292.6,4.5868,17.102,0.17101,1488.9
292.7,4.5882,17.098,0.17101,1488.5
292.8,4.5901,17.097,0.17101,1488.4
292.9,4.5917,17.093,0.17101,1488.1
293.0,4.5934,17.091,0.17101,1487.9
293.1,4.5949,17.085,0.17101,1487.4
293.2,4.5967,17.085,0.17101,1487.4
293.3,4.5983,17.081,0.17102,1487.0
293.4,4.6000,17.078,0.17101,1486.8
293.5,4.6017,17.074,0.17101,1486.4
293.6,4.6035,17.072,0.17101,1486.3
293.7,4.6051,17.068,0.17101,1485.9
293.8,4.6068,17.066,0.17101,1485.7
293.9,4.6085,17.064,0.17101,1485.5
294.0,4.6102,17.061,0.17101,1485.3
294.1,4.6118,17.057,0.17101,1485.0
294.2,4.6134,17.053,0.17101,1484.6
294.3,4.6152,17.051,0.17101,1484.4
294.4,4.6168,17.047,0.17101,1484.1
294.5,4.6185,17.043,0.17101,1483.7
294.6,4.6200,17.038,0.17101,1483.3
294.7,4.6218,17.035,0.17101,1483.0
294.8,4.6233,17.032,0.17101,1482.7
294.9,4.6252,17.029,0.17101,1482.5
295.0,4.6267,17.023,0.17101,1482.0
295.1,4.6284,17.020,0.17101,1481.7
295.2,4.6300,17.014,0.17101,1481.2
295.3,4.6317,17.012,0.17101,1481.1
295.4,4.6335,17.007,0.17101,1480.6
295.5,4.6351,17.005,0.17101,1480.4
295.6,4.6368,17.000,0.17101,1480.0
295.7,4.6384,16.996,0.17101,1479.6
295.8,4.6401,16.993,0.17101,1479.4
295.9,4.6417,16.989,0.17101,1479.0
296.0,4.6434,16.983,0.17101,1478.5
296.1,4.6450,16.979,0.17101,1478.1
296.2,4.6466,16.975,0.17101,1477.8
296.3,4.6481,16.969,0.17102,1477.3
296.4,4.6500,16.965,0.17101,1476.9
296.5,4.6516,16.960,0.17101,1476.5
296.6,4.6532,16.956,0.17101,1476.2
296.7,4.6548,16.949,0.17101,1475.5
296.8,4.6565,16.947,0.17101,1475.4
296.9,4.6581,16.942,0.17101,1475.0
297.0,4.6598,16.937,0.17101,1474.5
297.1,4.6615,16.930,0.17101,1473.9
297.2,4.6631,16.927,0.17101,1473.6
297.3,4.6648,16.921,0.17101,1473.1
297.4,4.6666,16.916,0.17101,1472.7
297.5,4.6682,16.910,0.17101,1472.2
297.6,4.6699,16.905,0.17101,1471.7
297.7,4.6717,16.900,0.17101,1471.3
297.8,4.6733,16.895,0.17101,1470.8
297.9,4.6750,16.889,0.17101,1470.3
298.0,4.6767,16.882,0.17101,1469.7
298.1,4.6785,16.877,0.17101,1469.3
298.2,4.6799,16.869,0.17101,1468.6
298.3,4.6816,16.863,0.17101,1468.1
298.4,4.6833,16.857,0.17100,1467.5
298.5,4.6851,16.852,0.17101,1467.1
298.6,4.6867,16.841,0.17101,1466.2
298.7,4.6884,16.835,0.17101,1465.6
298.8,4.6900,16.828,0.17101,1465.0
298.9,4.6918,16.822,0.17101,1464.5
299.0,4.6934,16.812,0.17101,1463.7
299.1,4.6951,16.806,0.17100,1463.1
299.2,4.6968,16.798,0.17101,1462.4
299.3,4.6985,16.791,0.17101,1461.8
299.4,4.7001,16.782,0.17100,1461.0
299.5,4.7017,16.774,0.17101,1460.3
299.6,4.7036,16.767,0.17101,1459.7
299.7,4.7052,16.759,0.17101,1459.0
299.8,4.7068,16.750,0.17100,1458.2
299.9,4.7083,16.741,0.17101,1457.4
300.0,4.7102,16.734,0.17101,1456.8
300.1,4.7117,16.725,0.17101,1456.0
300.2,4.7133,16.715,0.17100,1455.1
300.3,4.7149,16.704,0.17101,1454.2
300.4,4.7168,16.698,0.17101,1453.6
300.5,4.7183,16.687,0.17101,1452.8
300.6,4.7200,16.676,0.17101,1451.8
300.7,4.7216,16.664,0.17101,1450.7
300.8,4.7233,16.657,0.17100,1450.1
300.9,4.7248,16.645,0.17101,1449.1
301.0,4.7265,16.635,0.17101,1448.2
301.1,4.7283,16.624,0.17101,1447.2
301.2,4.7300,16.614,0.17101,1446.4
301.3,4.7317,16.602,0.17101,1445.3
301.4,4.7333,16.592,0.17101,1444.4
301.5,4.7352,16.581,0.17101,1443.5
301.6,4.7368,16.570,0.17101,1442.6
301.7,4.7385,16.557,0.17101,1441.4
301.8,4.7400,16.544,0.17100,1440.3
301.9,4.7419,16.532,0.17100,1439.2
302.0,4.7436,16.519,0.17101,1438.1
302.1,4.7452,16.505,0.17100,1436.9
302.2,4.7468,16.489,0.17101,1435.5
302.3,4.7485,16.476,0.17101,1434.4
302.4,4.7501,16.463,0.17101,1433.2
302.5,4.7519,16.449,0.17101,1432.0
302.6,4.7536,16.431,0.17100,1430.5
302.7,4.7553,16.419,0.17101,1429.4
302.8,4.7569,16.402,0.17101,1427.9
302.9,4.7585,16.388,0.17101,1426.7
303.0,4.7603,16.372,0.17101,1425.3
303.1,4.7620,16.357,0.17101,1424.0
303.2,4.7636,16.340,0.17101,1422.5
303.3,4.7652,16.324,0.17100,1421.1
303.4,4.7669,16.307,0.17101,1419.7
303.5,4.7686,16.290,0.17101,1418.1
303.6,4.7703,16.272,0.17101,1416.6
303.7,4.7720,16.254,0.17101,1415.1
303.8,4.7736,16.237,0.17101,1413.6
303.9,4.7752,16.218,0.17101,1411.9
304.0,4.7770,16.200,0.17101,1410.3
304.1,4.7786,16.180,0.17100,1408.6
304.2,4.7803,16.159,0.17101,1406.8
304.3,4.7819,16.138,0.17100,1404.9
304.4,4.7836,16.119,0.17101,1403.3
304.5,4.7853,16.097,0.17100,1401.4
304.6,4.7871,16.075,0.17101,1399.5
304.7,4.7886,16.053,0.17101,1397.5
304.8,4.7903,16.030,0.17101,1395.5
304.9,4.7920,16.006,0.17101,1393.5
305.0,4.7937,15.983,0.17101,1391.5
305.1,4.7953,15.958,0.17101,1389.3
305.2,4.7969,15.933,0.17101,1387.1
305.3,4.7988,15.910,0.17101,1385.1
305.4,4.8003,15.885,0.17101,1382.9
305.5,4.8020,15.858,0.17101,1380.5
305.6,4.8037,15.830,0.17101,1378.1
305.7,4.8055,15.805,0.17101,1375.9
305.8,4.8069,15.773,0.17101,1373.2
305.9,4.8087,15.744,0.17101,1370.7
306.0,4.8104,15.714,0.17101,1368.1
306.1,4.8121,15.683,0.17101,1365.4
306.2,4.8137,15.648,0.17101,1362.3
306.3,4.8153,15.615,0.17101,1359.4
306.4,4.8171,15.581,0.17101,1356.5
306.5,4.8188,15.546,0.17101,1353.4
306.6,4.8205,15.509,0.17101,1350.2
306.7,4.8221,15.472,0.17101,1346.9
306.8,4.8240,15.433,0.17101,1343.6
306.9,4.8256,15.392,0.17100,1340.0
307.0,4.8272,15.350,0.17101,1336.3
307.1,4.8288,15.306,0.17101,1332.5
307.2,4.8307,15.262,0.17101,1328.7
307.3,4.8321,15.214,0.17101,1324.5
307.4,4.8338,15.163,0.17101,1320.1
307.5,4.8355,15.110,0.17101,1315.5
307.6,4.8373,15.058,0.17101,1311.0
307.7,4.8389,14.997,0.17101,1305.6
307.8,4.8406,14.932,0.17101,1300.0
307.9,4.8424,14.862,0.17101,1293.9
308.0,4.8441,14.784,0.17101,1287.0
308.1,4.8457,14.687,0.17101,1278.6
308.2,4.8474,14.575,0.17101,1268.8
308.3,4.8492,14.428,0.17101,1256.1
308.4,4.8509,14.174,0.17101,1234.0


